Var1,Location,Confidence,Condition
Q9H019,Endoplasmic Reticulum,Low,Control
Q9H1K0,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9H305,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9H4G4,Endoplasmic Reticulum_Plasma membrane,Low,Control
Q9H598,Endoplasmic Reticulum_Presynapse,Low,Control
Q9HA65,Endoplasmic Reticulum_Postsynapse,Low,Control
Q9HBH5,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9HBI6,Endoplasmic Reticulum,Low,Control
Q9HD42,Endoplasmic Reticulum,Low,Control
Q9NP72,Endoplasmic Reticulum,Low,Control
Q9NPD7,Endoplasmic Reticulum_Presynapse,Low,Control
Q9NSK0,Endoplasmic Reticulum,Low,Control
Q9NX40,Endoplasmic Reticulum,Low,Control
Q9NY35,Endoplasmic Reticulum_Presynapse,Low,Control
Q9NZ01,Endoplasmic Reticulum_Plasma membrane,Low,Control
Q9NZJ4,Endoplasmic Reticulum_Nucleus,Low,Control
Q9NZQ3,Endoplasmic Reticulum,Low,Control
Q9P0L2,Endoplasmic Reticulum_Presynapse,Low,Control
Q9P1Y5,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9P265,Endoplasmic Reticulum_Plasma membrane,Low,Control
Q9UGI6,Endoplasmic Reticulum,Low,Control
Q9UHB9,Endoplasmic Reticulum,Low,Control
Q9UHI5,Endoplasmic Reticulum_Nucleus,Low,Control
Q9UID3,Endoplasmic Reticulum_Presynapse,Low,Control
Q9UJ41,Endoplasmic Reticulum,Low,Control
Q9UJQ1,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9ULC3,Endoplasmic Reticulum_Presynapse,Low,Control
Q9UM22,Endoplasmic Reticulum,Low,Control
Q9UM54,Endoplasmic Reticulum,Low,Control
Q9UMX5,Endoplasmic Reticulum_Mitochondria,Low,Control
Q9UMY4,Endoplasmic Reticulum,Low,Control
Q9UNA1,Endoplasmic Reticulum_Plasma membrane,Low,Control
Q9UNH7,Endoplasmic Reticulum,Low,Control
Q9UNK0,Endoplasmic Reticulum,Low,Control
Q9UPQ0,Endoplasmic Reticulum,Low,Control
Q9UPQ3,Endoplasmic Reticulum,Low,Control
Q9UPY6,Endoplasmic Reticulum_Presynapse,Low,Control
Q9Y265,Endoplasmic Reticulum_Presynapse,Low,Control
Q9Y2E4,Endoplasmic Reticulum_Nucleus,Low,Control
Q9Y2H1,Endoplasmic Reticulum,Low,Control
Q9Y4P8,Endoplasmic Reticulum_Presynapse,Low,Control
Q9Y5K5,Endoplasmic Reticulum,Low,Control
Q9Y5Y2,Endoplasmic Reticulum,Low,Control
Q9Y6B6,Endoplasmic Reticulum_Presynapse,Low,Control
Q9Y6E0,Endoplasmic Reticulum,Low,Control
Q9Y6K8,Endoplasmic Reticulum_Plasma membrane,Low,Control
A2RU67,Mitochondria,Low,Control
O00165,Mitochondria_Postsynapse,Low,Control
O00305,Mitochondria,Low,Control
O00471,Mitochondria_Plasma membrane,Low,Control
O14490,Mitochondria_Postsynapse,Low,Control
O15034,Mitochondria_Postsynapse,Low,Control
O15068,Mitochondria_Postsynapse,Low,Control
O15294,Mitochondria,Low,Control
O43678,Mitochondria,Low,Control
O43739,Mitochondria,Low,Control
O60503,Mitochondria,Low,Control
O75521,Mitochondria,Low,Control
O75962,Mitochondria,Low,Control
O94830,Mitochondria,Low,Control
O94966,Mitochondria_Nucleus,Low,Control
O95139,Mitochondria_Postsynapse,Low,Control
O95167,Mitochondria_Postsynapse,Low,Control
O95886,Mitochondria_Postsynapse,Low,Control
O96008,Mitochondria_Postsynapse,Low,Control
P00846,Mitochondria,Low,Control
P03891,Mitochondria_Postsynapse,Low,Control
P11274,Mitochondria_Nucleus,Low,Control
P17152,Mitochondria,Low,Control
P22830,Mitochondria_Presynapse,Low,Control
P23677,Mitochondria_Postsynapse,Low,Control
P24588,Mitochondria,Low,Control
P35498,Mitochondria,Low,Control
P36404,Mitochondria,Low,Control
P43487,Mitochondria,Low,Control
P50402,Mitochondria,Low,Control
P52594,Mitochondria_Plasma membrane,Low,Control
P54803,Mitochondria,Low,Control
P56378,Mitochondria_Postsynapse,Low,Control
P78369,Mitochondria,Low,Control
P82909,Mitochondria_Presynapse,Low,Control
Q08499,Mitochondria,Low,Control
Q08AE8,Mitochondria,Low,Control
Q12792,Mitochondria_Nucleus,Low,Control
Q12849,Mitochondria_Postsynapse,Low,Control
Q12931,Mitochondria_Postsynapse,Low,Control
Q13015,Mitochondria,Low,Control
Q13232,Mitochondria,Low,Control
Q13362,Mitochondria,Low,Control
Q14161,Mitochondria,Low,Control
Q14C86,Mitochondria_Nucleus,Low,Control
Q15582,Mitochondria_Nucleus,Low,Control
Q5RI15,Mitochondria,Low,Control
Q5SRE7,Mitochondria,Low,Control
Q5TC12,Mitochondria_Postsynapse,Low,Control
Q6FI81,Mitochondria,Low,Control
Q6PGP7,Mitochondria_Nucleus,Low,Control
Q6ZMI0,Mitochondria,Low,Control
Q86UW7,Mitochondria_Presynapse,Low,Control
Q86XE3,Mitochondria_Postsynapse,Low,Control
Q8IZU2,Mitochondria,Low,Control
Q8NFJ9,Mitochondria,Low,Control
Q8NFZ4,Mitochondria,Low,Control
Q8TDC3,Mitochondria_Plasma membrane,Low,Control
Q8WXI2,Mitochondria,Low,Control
Q92529,Mitochondria,Low,Control
Q92538,Mitochondria,Low,Control
Q96A26,Mitochondria_Postsynapse,Low,Control
Q96IX5,Mitochondria_Postsynapse,Low,Control
Q96JJ7,Mitochondria,Low,Control
Q96LT7,Mitochondria,Low,Control
Q96RF0,Mitochondria,Low,Control
Q96RS6,Mitochondria_Nucleus,Low,Control
Q96SW2,Mitochondria,Low,Control
Q96TA1,Mitochondria,Low,Control
Q99490,Mitochondria,Low,Control
Q9BQG1,Mitochondria,Low,Control
Q9BRK4,Mitochondria,Low,Control
Q9BW72,Mitochondria_Postsynapse,Low,Control
Q9C026,Mitochondria_Nucleus,Low,Control
Q9HBL8,Mitochondria_Nucleus,Low,Control
Q9HC56,Mitochondria,Low,Control
Q9HD34,Mitochondria_Postsynapse,Low,Control
Q9NR48,Mitochondria,Low,Control
Q9NRA0,Mitochondria,Low,Control
Q9NS69,Mitochondria_Postsynapse,Low,Control
Q9NVH1,Mitochondria_Postsynapse,Low,Control
Q9NZJ7,Mitochondria_Presynapse,Low,Control
Q9UDW1,Mitochondria_Postsynapse,Low,Control
Q9UIQ6,Mitochondria,Low,Control
Q9Y2G8,Mitochondria,Low,Control
Q9Y4P1,Mitochondria_Nucleus,Low,Control
Q9Y4W6,Mitochondria_Postsynapse,Low,Control
Q9Y653,Mitochondria_Nucleus,Low,Control
O15523,Nucleus,Low,Control
O75592,Nucleus,Low,Control
O75923,Nucleus,Low,Control
P01861,Nucleus,Low,Control
P05164,Nucleus,Low,Control
P07305,Nucleus,Low,Control
P08311,Nucleus,Low,Control
P16157,Nucleus,Low,Control
P16403,Nucleus_Plasma membrane,Low,Control
P30484,Nucleus,Low,Control
Q02880,Nucleus,Low,Control
Q03426,Nucleus,Low,Control
Q08431,Nucleus,Low,Control
Q13243,Nucleus,Low,Control
Q14011,Nucleus,Low,Control
Q16853,Nucleus,Low,Control
Q5VZ66,Nucleus,Low,Control
Q68DU8,Nucleus,Low,Control
Q6NUQ4,Nucleus_Postsynapse,Low,Control
Q6P1X6,Nucleus,Low,Control
Q86YS7,Nucleus,Low,Control
Q8N5R6,Nucleus,Low,Control
Q8NHP6,Nucleus,Low,Control
Q8TAC2,Nucleus,Low,Control
Q92522,Nucleus_Plasma membrane,Low,Control
Q96D09,Nucleus,Low,Control
Q9BSF0,Nucleus,Low,Control
Q9BST9,Nucleus,Low,Control
Q9H902,Nucleus,Low,Control
Q9NRR3,Nucleus,Low,Control
Q9UBQ5,Nucleus,Low,Control
Q9UJD0,Nucleus_Postsynapse,Low,Control
O14508,Plasma membrane,Low,Control
O15400,Plasma membrane_Presynapse,Low,Control
O75077,Plasma membrane_Presynapse,Low,Control
O75569,Plasma membrane_Presynapse,Low,Control
O75822,Plasma membrane,Low,Control
P08621,Plasma membrane,Low,Control
P16389,Plasma membrane_Presynapse,Low,Control
P17980,Plasma membrane,Low,Control
P40429,Plasma membrane_Presynapse,Low,Control
P42677,Plasma membrane_Presynapse,Low,Control
P42766,Plasma membrane_Presynapse,Low,Control
P49207,Plasma membrane_Presynapse,Low,Control
P53999,Plasma membrane_Presynapse,Low,Control
P54764,Plasma membrane_Presynapse,Low,Control
P62316,Plasma membrane,Low,Control
P63162,Plasma membrane,Low,Control
Q05329,Plasma membrane,Low,Control
Q13347,Plasma membrane_Presynapse,Low,Control
Q13409,Plasma membrane_Presynapse,Low,Control
Q13442,Plasma membrane,Low,Control
Q13492,Plasma membrane_Presynapse,Low,Control
Q14444,Plasma membrane_Presynapse,Low,Control
Q15286,Plasma membrane,Low,Control
Q15334,Plasma membrane_Presynapse,Low,Control
Q8NFW8,Plasma membrane_Presynapse,Low,Control
Q8NHM4,Plasma membrane_Postsynapse,Low,Control
Q92859,Plasma membrane,Low,Control
Q96ID5,Plasma membrane_Presynapse,Low,Control
Q99613,Plasma membrane_Presynapse,Low,Control
Q9H4M9,Plasma membrane,Low,Control
Q9NUJ3,Plasma membrane,Low,Control
Q9UHC6,Plasma membrane,Low,Control
Q9UHQ9,Plasma membrane_Presynapse,Low,Control
Q9UN86,Plasma membrane_Presynapse,Low,Control
Q9Y3A5,Plasma membrane_Presynapse,Low,Control
Q9Y536,Plasma membrane,Low,Control
P03905,Postsynapse,Low,Control
P14867,Postsynapse,Low,Control
P15056,Postsynapse,Low,Control
P17568,Postsynapse,Low,Control
P54829,Postsynapse,Low,Control
Q07002,Postsynapse,Low,Control
Q16134,Postsynapse,Low,Control
Q9BVA0,Postsynapse,Low,Control
Q9C0H5,Postsynapse,Low,Control
Q9ULJ8,Postsynapse,Low,Control
Q9Y241,Postsynapse_Presynapse,Low,Control
Q9Y2Q3,Postsynapse,Low,Control
Q9Y512,Postsynapse,Low,Control
O43272,Presynapse,Low,Control
O75145,Presynapse,Low,Control
O75146,Presynapse,Low,Control
O75821,Presynapse,Low,Control
O95502,Presynapse,Low,Control
O95573,Presynapse,Low,Control
P17931,Presynapse,Low,Control
Q13085,Presynapse,Low,Control
Q14832,Presynapse,Low,Control
Q5FWE3,Presynapse,Low,Control
Q7KZF4,Presynapse,Low,Control
Q86T65,Presynapse,Low,Control
Q8N4P6,Presynapse,Low,Control
Q8N9I0,Presynapse,Low,Control
Q8ND76,Presynapse,Low,Control
Q8TB96,Presynapse,Low,Control
Q92930,Presynapse,Low,Control
Q9NUM4,Presynapse,Low,Control
Q9UN37,Presynapse,Low,Control
A0A024RBG1,Endoplasmic Reticulum,Medium,Control
A0AVT1,Endoplasmic Reticulum,Medium,Control
A1L0T0,Plasma membrane,Medium,Control
A2RTX5,Endoplasmic Reticulum,Medium,Control
A5PKW4,Mitochondria,Medium,Control
A5YM72,Cytoskeleton,Medium,Control
A6NE02,Endoplasmic Reticulum,Medium,Control
O00139,Plasma membrane,Medium,Control
O00159,Nucleus,Medium,Control
O00170,Endoplasmic Reticulum,Medium,Control
O00186,Endoplasmic Reticulum,Medium,Control
O00217,Postsynapse,Medium,Control
O00264,Plasma membrane,Medium,Control
O00330,Cytoskeleton,Medium,Control
O00399,Cytoplasm,Medium,Control
O00408,Cytoskeleton,Medium,Control
O00571,Endoplasmic Reticulum,Medium,Control
O00625,Cytoplasm,Medium,Control
O14495,Presynapse,Medium,Control
O14525,Endoplasmic Reticulum,Medium,Control
O14579,Endoplasmic Reticulum,Medium,Control
O14787,Endoplasmic Reticulum,Medium,Control
O14810,Cytoskeleton,Medium,Control
O14828,Endoplasmic Reticulum,Medium,Control
O14910,Endoplasmic Reticulum,Medium,Control
O14964,Cytoskeleton,Medium,Control
O14976,Presynapse,Medium,Control
O14979,Nucleus,Medium,Control
O14980,Cytoskeleton,Medium,Control
O14994,Cytoskeleton,Medium,Control
O15066,Endoplasmic Reticulum,Medium,Control
O15069,Endoplasmic Reticulum,Medium,Control
O15079,Postsynapse,Medium,Control
O15212,Cytoplasm,Medium,Control
O15240,Plasma membrane,Medium,Control
O15371,Plasma membrane,Medium,Control
O15439,Nucleus,Medium,Control
O15484,Plasma membrane,Medium,Control
O43149,Mitochondria,Medium,Control
O43157,Endoplasmic Reticulum,Medium,Control
O43169,Presynapse,Medium,Control
O43242,Cytoskeleton,Medium,Control
O43295,Endoplasmic Reticulum,Medium,Control
O43427,Endoplasmic Reticulum,Medium,Control
O43464,Mitochondria,Medium,Control
O43504,Plasma membrane,Medium,Control
O43505,Endoplasmic Reticulum,Medium,Control
O43581,Presynapse,Medium,Control
O43681,Cytoskeleton,Medium,Control
O43747,Cytoskeleton,Medium,Control
O43752,Endoplasmic Reticulum,Medium,Control
O43759,Presynapse,Medium,Control
O43765,Cytoskeleton,Medium,Control
O43809,Plasma membrane,Medium,Control
O60220,Postsynapse,Medium,Control
O60245,Endoplasmic Reticulum,Medium,Control
O60262,Plasma membrane,Medium,Control
O60307,Mitochondria,Medium,Control
O60346,Cytoskeleton,Medium,Control
O60684,Cytoskeleton,Medium,Control
O60762,Endoplasmic Reticulum,Medium,Control
O60784,Cytoskeleton,Medium,Control
O60861,Presynapse,Medium,Control
O60869,Endoplasmic Reticulum,Medium,Control
O60883,Presynapse,Medium,Control
O60884,Plasma membrane,Medium,Control
O60939,Endoplasmic Reticulum,Medium,Control
O75027,Mitochondria,Medium,Control
O75044,Mitochondria,Medium,Control
O75051,Endoplasmic Reticulum,Medium,Control
O75122,Plasma membrane,Medium,Control
O75170,Endoplasmic Reticulum,Medium,Control
O75208,Mitochondria,Medium,Control
O75251,Mitochondria,Medium,Control
O75323,Cytoskeleton,Medium,Control
O75340,Cytoskeleton,Medium,Control
O75352,Endoplasmic Reticulum,Medium,Control
O75382,Endoplasmic Reticulum,Medium,Control
O75431,Mitochondria,Medium,Control
O75438,Mitochondria,Medium,Control
O75508,Cytoskeleton,Medium,Control
O75531,Cytoskeleton,Medium,Control
O75689,Endoplasmic Reticulum,Medium,Control
O75874,Cytoskeleton,Medium,Control
O75899,Presynapse,Medium,Control
O75935,Cytoskeleton,Medium,Control
O75964,Postsynapse,Medium,Control
O76003,Endoplasmic Reticulum,Medium,Control
O76041,Cytoskeleton,Medium,Control
O76094,Endoplasmic Reticulum,Medium,Control
O94772,Presynapse,Medium,Control
O94805,Nucleus,Medium,Control
O94832,Cytoskeleton,Medium,Control
O94875,Mitochondria,Medium,Control
O94903,Endoplasmic Reticulum,Medium,Control
O94915,Cytoskeleton,Medium,Control
O94967,Endoplasmic Reticulum,Medium,Control
O95140,Presynapse,Medium,Control
O95168,Postsynapse,Medium,Control
O95182,Mitochondria,Medium,Control
O95196,Endoplasmic Reticulum,Medium,Control
O95294,Endoplasmic Reticulum,Medium,Control
O95298,Mitochondria,Medium,Control
O95319,Endoplasmic Reticulum,Medium,Control
O95563,Mitochondria,Medium,Control
O95741,Plasma membrane,Medium,Control
O95847,Mitochondria,Medium,Control
O95858,Endoplasmic Reticulum,Medium,Control
O95970,Presynapse,Medium,Control
P00488,Cytoplasm,Medium,Control
P00966,Cytoplasm,Medium,Control
P01116,Presynapse,Medium,Control
P01303,Endoplasmic Reticulum,Medium,Control
P01859,Cytoplasm,Medium,Control
P01871,Endoplasmic Reticulum,Medium,Control
P01876,Cytoskeleton,Medium,Control
P02745,Endoplasmic Reticulum,Medium,Control
P02790,Cytoskeleton,Medium,Control
P03886,Mitochondria,Medium,Control
P03915,Mitochondria,Medium,Control
P04040,Cytoplasm,Medium,Control
P04264,Cytoskeleton,Medium,Control
P04843,Presynapse,Medium,Control
P05060,Mitochondria,Medium,Control
P05107,Endoplasmic Reticulum,Medium,Control
P05129,Cytoskeleton,Medium,Control
P05165,Mitochondria,Medium,Control
P05198,Presynapse,Medium,Control
P05455,Cytoplasm,Medium,Control
P06756,Plasma membrane,Medium,Control
P07093,Endoplasmic Reticulum,Medium,Control
P07858,Cytoplasm,Medium,Control
P07951,Cytoplasm,Medium,Control
P08183,Endoplasmic Reticulum,Medium,Control
P08246,Nucleus,Medium,Control
P08571,Cytoplasm,Medium,Control
P0CG30,Cytoplasm,Medium,Control
P10253,Cytoplasm,Medium,Control
P10301,Plasma membrane,Medium,Control
P10644,Endoplasmic Reticulum,Medium,Control
P11166,Presynapse,Medium,Control
P11277,Mitochondria,Medium,Control
P11310,Cytoplasm,Medium,Control
P11413,Cytoskeleton,Medium,Control
P11586,Cytoskeleton,Medium,Control
P12081,Cytoskeleton,Medium,Control
P12109,Endoplasmic Reticulum,Medium,Control
P12110,Endoplasmic Reticulum,Medium,Control
P12111,Plasma membrane,Medium,Control
P12268,Endoplasmic Reticulum,Medium,Control
P12270,Nucleus,Medium,Control
P12931,Endoplasmic Reticulum,Medium,Control
P12955,Cytoplasm,Medium,Control
P12956,Cytoskeleton,Medium,Control
P13667,Endoplasmic Reticulum,Medium,Control
P13693,Cytoskeleton,Medium,Control
P13726,Presynapse,Medium,Control
P13807,Endoplasmic Reticulum,Medium,Control
P13987,Plasma membrane,Medium,Control
P14621,Cytoplasm,Medium,Control
P14868,Presynapse,Medium,Control
P15170,Cytoskeleton,Medium,Control
P15927,Endoplasmic Reticulum,Medium,Control
P15954,Mitochondria,Medium,Control
P16070,Plasma membrane,Medium,Control
P16083,Cytoplasm,Medium,Control
P16104,Cytoskeleton,Medium,Control
P16298,Cytoplasm,Medium,Control
P17252,Cytoskeleton,Medium,Control
P18085,Cytoskeleton,Medium,Control
P18433,Endoplasmic Reticulum,Medium,Control
P19404,Cytoskeleton,Medium,Control
P20290,Plasma membrane,Medium,Control
P20338,Cytoskeleton,Medium,Control
P21397,Plasma membrane,Medium,Control
P21695,Cytoplasm,Medium,Control
P22102,Endoplasmic Reticulum,Medium,Control
P22676,Cytoplasm,Medium,Control
P23434,Cytoskeleton,Medium,Control
P23468,Endoplasmic Reticulum,Medium,Control
P23469,Endoplasmic Reticulum,Medium,Control
P23588,Cytoplasm,Medium,Control
P23610,Endoplasmic Reticulum,Medium,Control
P23743,Mitochondria,Medium,Control
P23786,Mitochondria,Medium,Control
P25713,Cytoplasm,Medium,Control
P25788,Cytoplasm,Medium,Control
P26196,Endoplasmic Reticulum,Medium,Control
P26368,Cytoskeleton,Medium,Control
P27544,Endoplasmic Reticulum,Medium,Control
P27695,Cytoskeleton,Medium,Control
P27986,Endoplasmic Reticulum,Medium,Control
P28676,Endoplasmic Reticulum,Medium,Control
P29120,Mitochondria,Medium,Control
P29144,Cytoskeleton,Medium,Control
P29218,Cytoskeleton,Medium,Control
P29762,Cytoplasm,Medium,Control
P30405,Mitochondria,Medium,Control
P30419,Plasma membrane,Medium,Control
P30519,Plasma membrane,Medium,Control
P30520,Cytoplasm,Medium,Control
P31153,Cytoplasm,Medium,Control
P31937,Cytoskeleton,Medium,Control
P31939,Cytoskeleton,Medium,Control
P31943,Cytoskeleton,Medium,Control
P31947,Cytoplasm,Medium,Control
P32189,Mitochondria,Medium,Control
P33316,Mitochondria,Medium,Control
P35520,Cytoskeleton,Medium,Control
P35613,Plasma membrane,Medium,Control
P35754,Cytoplasm,Medium,Control
P36222,Cytoplasm,Medium,Control
P36873,Endoplasmic Reticulum,Medium,Control
P36969,Plasma membrane,Medium,Control
P37108,Cytoskeleton,Medium,Control
P38405,Mitochondria,Medium,Control
P39019,Cytoskeleton,Medium,Control
P39687,Cytoskeleton,Medium,Control
P40121,Cytoplasm,Medium,Control
P41091,Plasma membrane,Medium,Control
P41217,Plasma membrane,Medium,Control
P41252,Presynapse,Medium,Control
P42262,Postsynapse,Medium,Control
P42263,Mitochondria,Medium,Control
P42345,Endoplasmic Reticulum,Medium,Control
P42785,Cytoplasm,Medium,Control
P43121,Presynapse,Medium,Control
P43686,Cytoskeleton,Medium,Control
P45381,Cytoskeleton,Medium,Control
P45985,Cytoskeleton,Medium,Control
P46108,Cytoskeleton,Medium,Control
P46439,Cytoplasm,Medium,Control
P46778,Cytoskeleton,Medium,Control
P46779,Plasma membrane,Medium,Control
P46939,Endoplasmic Reticulum,Medium,Control
P46940,Cytoskeleton,Medium,Control
P46952,Cytoskeleton,Medium,Control
P47736,Endoplasmic Reticulum,Medium,Control
P47870,Postsynapse,Medium,Control
P47914,Plasma membrane,Medium,Control
P48426,Cytoskeleton,Medium,Control
P48444,Endoplasmic Reticulum,Medium,Control
P48556,Endoplasmic Reticulum,Medium,Control
P48637,Cytoplasm,Medium,Control
P49354,Endoplasmic Reticulum,Medium,Control
P49441,Cytoskeleton,Medium,Control
P49815,Endoplasmic Reticulum,Medium,Control
P49840,Endoplasmic Reticulum,Medium,Control
P49915,Cytoskeleton,Medium,Control
P50151,Plasma membrane,Medium,Control
P50914,Plasma membrane,Medium,Control
P51398,Mitochondria,Medium,Control
P51610,Nucleus,Medium,Control
P51648,Endoplasmic Reticulum,Medium,Control
P51665,Cytoskeleton,Medium,Control
P51808,Cytoskeleton,Medium,Control
P51888,Plasma membrane,Medium,Control
P52429,Endoplasmic Reticulum,Medium,Control
P53004,Cytoskeleton,Medium,Control
P53597,Cytoskeleton,Medium,Control
P53677,Presynapse,Medium,Control
P53680,Cytoskeleton,Medium,Control
P53779,Cytoskeleton,Medium,Control
P53990,Endoplasmic Reticulum,Medium,Control
P53992,Endoplasmic Reticulum,Medium,Control
P54136,Presynapse,Medium,Control
P54725,Cytoplasm,Medium,Control
P55036,Endoplasmic Reticulum,Medium,Control
P55735,Cytoskeleton,Medium,Control
P55769,Nucleus,Medium,Control
P55854,Cytoplasm,Medium,Control
P55884,Presynapse,Medium,Control
P56556,Postsynapse,Medium,Control
P57737,Endoplasmic Reticulum,Medium,Control
P58549,Presynapse,Medium,Control
P60228,Endoplasmic Reticulum,Medium,Control
P60842,Endoplasmic Reticulum,Medium,Control
P60866,Plasma membrane,Medium,Control
P60903,Presynapse,Medium,Control
P61006,Endoplasmic Reticulum,Medium,Control
P61224,Plasma membrane,Medium,Control
P61225,Presynapse,Medium,Control
P61457,Cytoplasm,Medium,Control
P61601,Cytoskeleton,Medium,Control
P61923,Endoplasmic Reticulum,Medium,Control
P61960,Cytoplasm,Medium,Control
P62070,Mitochondria,Medium,Control
P62195,Cytoskeleton,Medium,Control
P62244,Plasma membrane,Medium,Control
P62263,Cytoskeleton,Medium,Control
P62304,Plasma membrane,Medium,Control
P62306,Nucleus,Medium,Control
P62318,Plasma membrane,Medium,Control
P62330,Mitochondria,Medium,Control
P62837,Cytoplasm,Medium,Control
P62841,Plasma membrane,Medium,Control
P62847,Cytoskeleton,Medium,Control
P62854,Plasma membrane,Medium,Control
P62857,Plasma membrane,Medium,Control
P62861,Plasma membrane,Medium,Control
P62899,Plasma membrane,Medium,Control
P62910,Plasma membrane,Medium,Control
P62913,Cytoskeleton,Medium,Control
P63167,Cytoskeleton,Medium,Control
P63173,Plasma membrane,Medium,Control
P63215,Cytoskeleton,Medium,Control
P63218,Endoplasmic Reticulum,Medium,Control
P63220,Plasma membrane,Medium,Control
P78356,Cytoskeleton,Medium,Control
P78362,Plasma membrane,Medium,Control
P78527,Cytoskeleton,Medium,Control
P84098,Endoplasmic Reticulum,Medium,Control
P84103,Cytoskeleton,Medium,Control
P98179,Nucleus,Medium,Control
P98196,Cytoskeleton,Medium,Control
Q00059,Postsynapse,Medium,Control
Q00587,Nucleus,Medium,Control
Q00688,Presynapse,Medium,Control
Q01650,Endoplasmic Reticulum,Medium,Control
Q01844,Nucleus,Medium,Control
Q02108,Cytoplasm,Medium,Control
Q02224,Mitochondria,Medium,Control
Q02246,Cytoskeleton,Medium,Control
Q02338,Postsynapse,Medium,Control
Q02543,Presynapse,Medium,Control
Q03013,Cytoplasm,Medium,Control
Q04446,Endoplasmic Reticulum,Medium,Control
Q04637,Endoplasmic Reticulum,Medium,Control
Q04828,Endoplasmic Reticulum,Medium,Control
Q07157,Cytoskeleton,Medium,Control
Q07866,Cytoskeleton,Medium,Control
Q07960,Cytoskeleton,Medium,Control
Q08174,Plasma membrane,Medium,Control
Q08380,Cytoskeleton,Medium,Control
Q08752,Endoplasmic Reticulum,Medium,Control
Q08828,Endoplasmic Reticulum,Medium,Control
Q08AM6,Presynapse,Medium,Control
Q09028,Nucleus,Medium,Control
Q10713,Mitochondria,Medium,Control
Q12791,Endoplasmic Reticulum,Medium,Control
Q13017,Endoplasmic Reticulum,Medium,Control
Q13098,Cytoskeleton,Medium,Control
Q13131,Endoplasmic Reticulum,Medium,Control
Q13148,Endoplasmic Reticulum,Medium,Control
Q13185,Cytoplasm,Medium,Control
Q13332,Endoplasmic Reticulum,Medium,Control
Q13367,Cytoskeleton,Medium,Control
Q13424,Plasma membrane,Medium,Control
Q13496,Endoplasmic Reticulum,Medium,Control
Q13564,Cytoplasm,Medium,Control
Q13574,Nucleus,Medium,Control
Q13613,Endoplasmic Reticulum,Medium,Control
Q13618,Cytoplasm,Medium,Control
Q13642,Cytoplasm,Medium,Control
Q13683,Endoplasmic Reticulum,Medium,Control
Q14118,Cytoplasm,Medium,Control
Q14123,Endoplasmic Reticulum,Medium,Control
Q14139,Endoplasmic Reticulum,Medium,Control
Q14141,Cytoskeleton,Medium,Control
Q14152,Plasma membrane,Medium,Control
Q14156,Endoplasmic Reticulum,Medium,Control
Q14168,Cytoskeleton,Medium,Control
Q14257,Endoplasmic Reticulum,Medium,Control
Q14344,Plasma membrane,Medium,Control
Q14376,Cytoplasm,Medium,Control
Q14558,Cytoskeleton,Medium,Control
Q14642,Presynapse,Medium,Control
Q14699,Mitochondria,Medium,Control
